courses,link,origin_site,profession,subscription,scope
,,,Home Care,,Nursing _ Care
The Business of Health Care Specialization,https://www.coursera.org/specializations/healthcare-administration-management,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Healthcare Marketplace Specialization,https://www.coursera.org/specializations/healthcare-marketplace,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Healthcare Organization Operations Specialization,https://www.coursera.org/specializations/healthcare-organization-operations,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Leading Healthcare Quality and Safety,https://www.coursera.org/learn/quality-healthcare,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Health Care IT: Challenges and Opportunities,https://www.coursera.org/learn/healthcare-it,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Health Across the Gender Spectrum,https://www.coursera.org/learn/health-gender-spectrum,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Using clinical health data for better healthcare,https://www.coursera.org/learn/healthcare-data,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Health Care Innovation,https://www.coursera.org/learn/wo-pmo-healthcareinnovation,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
The Science of Health Care Delivery,https://www.coursera.org/learn/science-healthcare-delivery,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Healthcare Organizations and the Health System,https://www.coursera.org/learn/healthcare-organizations-health-system,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Health for All Through Primary Health Care,https://www.coursera.org/learn/health-for-all,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
Healthcare Law Specialization,https://www.coursera.org/specializations/healthcare-law,coursera.org,"Health educator/Research Coordinator
Health Administrator
Global Policy Director",free,Nursing _ Care
"Healthcare Finance, Economics and Risk",https://www.edx.org/course/healthcare-finance-economics-and-risk,edx.org,U.S.,free,Nursing _ Care
Healthcare Organization and Delivery Models,https://www.edx.org/course/healthcare-organization-and-delivery-models,edx.org,U.S.,free,Nursing _ Care
Global Public Health,https://www.edx.org/course/global-public-health,edx.org,U.S.,free,Nursing _ Care
Implementing Innovation in Healthcare,https://www.futurelearn.com/courses/implementing-innovation-in-healthcare,Futurelearn.com,U.S.,free,Nursing _ Care
Pooling Healthcare Data Around the World,https://www.futurelearn.com/courses/pooling-healthcare-data-around-the-world,Futurelearn.com,U.S.,free,Nursing _ Care
Integrated Healthcare for Children with Developmental Disabilities,https://www.futurelearn.com/courses/children-with-developmental-disabilities,Futurelearn.com,U.S.,free,Nursing _ Care
Human Factors in a Healthcare Environment,https://www.futurelearn.com/courses/human-factors-healthcare,Futurelearn.com,U.S.,free,Nursing _ Care
Organ Donation: The Essentials for Healthcare Professionals,https://www.futurelearn.com/courses/organ-donation,Futurelearn.com,U.S.,free,Nursing _ Care
Medicine and the Arts: Humanising Healthcare,https://www.futurelearn.com/courses/medicine-and-the-arts,Futurelearn.com,U.S.,free,Nursing _ Care
Principles of integrated and value-based healthcare,https://www.udemy.com/course/principles-of-integrated-and-value-based-healthcare/,www.udemy.com,U.S.,free,Nursing _ Care
Health Informatics Technology in Population Healthcare Analytics,https://www.edx.org/course/health-informatics-technology-in-population-health,edx.org,U.S.,free,Nursing _ Care
Strategic Leadership in Healthcare,https://www.edx.org/course/strategic-leadership-in-healthcare,edx.org,U.S.,free,Nursing _ Care
Data Analytics and Visualization in Health Care,https://www.edx.org/course/data-analytics-and-visualization-in-health-care,edx.org,U.S.,free,Nursing _ Care
Healthcare Finance,https://www.edx.org/course/healthcare-finance,edx.org,U.S.,free,Nursing _ Care
Social Media for Healthcare Providers,https://www.udemy.com/course/hipaa-compliance/,www.udemy.com,U.S.,free,Nursing _ Care
,,,U.S.,,Nursing _ Care
Basic Life Support (BLS),https://www.udemy.com/course/basic-life-support/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
"Learn CPR, AED and First Aid with 7 Steps!",https://www.udemy.com/course/cpr-aed-and-first-aid-course/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
"Cardiopulmonary Resuscitation (CPR), AED & First Aid",https://www.udemy.com/course/cpr-aed-and-first-aid-certification-course/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
CPR,https://www.udemy.com/course/cpr-cojc/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
Pediatric Advanced Life Support (PALS),https://www.udemy.com/course/pediatric-advanced-life-support/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
First Aid & Basic Life Support (BLS),https://www.udemy.com/course/first-aid-basic-life-support/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
How to Save a Life,https://www.udemy.com/course/how-to-save-a-life/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
2. How To Save A Life - Advanced,https://www.udemy.com/course/howtosavealife2/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
First Aid and Bloodborne Pathogens (BBP),https://www.udemy.com/course/first-aid-and-bloodborne-pathogens-course/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
StudiGuide 34: CPR and First Aid,https://www.udemy.com/course/studiguide-34-cpr-and-first-aid/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
CPR and Education in the Modern Age,https://www.udemy.com/course/cpr-and-education-in-the-modern-age/,www.udemy.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
Basic First Aid: How to Be an Everyday Hero,https://www.futurelearn.com/courses/basic-first-aid,futurelearn.com,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
Psychological First Aid,https://www.coursera.org/learn/psychological-first-aid,coursera.org,Paramedic/Ambulance Care Assistants,free,Nursing _ Care
,,,Paramedic/Ambulance Care Assistants,,Nursing _ Care
,,,Paramedic/Ambulance Care Assistants,,Nursing _ Care
