courses,link,origin_site,profession,subscription,scope
Day in the Life of a Digital Marketing Manager 👩🏻‍💻 | Working From Home,https://www.youtube.com/watch?v=uUsv-ZPhea4,www.youtube.com,Digital Marketing Analyst,,Marketing
Viral Marketing and How to Craft Contagious Content,"

https://ru.coursera.org/browse/business/marketing?facets=skillNameMultiTag%2CjobTitleMultiTag%3ADigital+Content+Specialist%2CdifficultyLevelTag%2Clanguages%3AEnglish%2CentityTypeTag%2CpartnerMultiTag%2CcategoryMultiTag%2CsubcategoryMultiTag%3Amarketing&sortField=",Coursera.org,Digital Content Specialist,,Marketing
Free Digital Marketing Basics Course,https://www.udemy.com/course/free-digital-marketing-basics-course/,udemy.com,Digital Content Specialist,,Marketing
SMstudy® Digital Marketing Associate certification Course,https://www.udemy.com/course/smstudy-digital-marketing-basics/,udemy.com,Digital Content Specialist,,Marketing
Content Marketing Strategy | Joe Pulizzi,https://www.youtube.com/watch?v=0BaSjglvEf8,www.youtube.com,Digital Content Specialist,,Marketing
How to Create A Content Marketing Plan [ SOCIAL MEDIA TIPS],https://www.youtube.com/watch?v=oz4KVRSxL9s,www.youtube.com,Digital Content Specialist,,Marketing
Digital Product Creation: The Roadmap to Success,https://www.udemy.com/course/digital-product-manufacturing/,udemy.com,Digital Project Manager,,Marketing
Project Management Life Cycle,https://www.edx.org/course/project-management-life-cycle,edx.org,Digital Project Manager,,Marketing
Introduction to Project Management,https://www.edx.org/course/introduction-to-project-management,edx.org,Digital Project Manager,,Marketing
The Importance of Digital Project Managers with Brett Harned and Paul Boag,https://www.youtube.com/watch?v=OOXJs8H3qls,www.youtube.com,Digital Project Manager,,Marketing
Email & Affiliate Marketing Mastermind,https://www.udemy.com/course/email-affiliate-marketing-mastermind/,udemy.com,Email Marketing Processor,,Marketing
Email Marketing Made Easy For Beginners,https://www.udemy.com/course/email-marketing-made-easy-for-beginners/,udemy.com,Email Marketing Processor,,Marketing
Basics of Email Marketing,https://www.udemy.com/course/basics-of-email-marketing/,udemy.com,Email Marketing Processor,,Marketing
Email Automations + Email Marketing Mastery with ConvertKit,https://www.udemy.com/course/convertkit-email-marketing/,udemy.com,Email Marketing Processor,,Marketing
Email Blasting for Commissions [CPA & Affiliate Marketing],https://www.udemy.com/course/email-blasting-for-commissions-cpa-affiliate-marketing/,udemy.com,Email Marketing Processor,,Marketing
One-minute Marketing Lessons - UPDATED,https://www.udemy.com/course/one-minute-marketing-lessons-30-quick-marketing-strategies/,udemy.com,Email Marketing Processor,,Marketing
Email Writing- How to Write Effective Emails,https://www.udemy.com/course/email-writing-how-to-write-effective-emails/,udemy.com,Email Marketing Processor,,Marketing
GetResponse Email Marketing,https://www.udemy.com/course/getresponse-email-marketing/,udemy.com,Email Marketing Processor,,Marketing
Best Email Marketing Software (2019 Review!),https://www.youtube.com/watch?v=B3qiG4J4kzQ,www.youtube.com,Email Marketing Processor,,Marketing
5 MailChimp Alternatives For Small Business | Email Software Comparison,https://www.youtube.com/watch?v=nIoiz7hYyKQ,www.youtube.com,Email Marketing Processor,,Marketing
Social Media: How Media Got Social,https://www.edx.org/course/social-media-how-media-got-social,edx.org,Social Media Marketing Manager(SMM),,Marketing
Writing for Social Media,https://www.edx.org/course/writing-for-social-media,edx.org,Social Media Marketing Manager(SMM),,Marketing
How to Become a Social Media Manager in 2020,https://www.youtube.com/watch?v=FUiX8-xByO4,www.youtube.com,Social Media Marketing Manager(SMM),,Marketing
How to Start a Social Media Marketing Agency in 2020 - Digital Marketing Tutorial for Beginners,https://www.youtube.com/watch?v=754pSl_wm1E,www.youtube.com,Social Media Marketing Manager(SMM),,Marketing
The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,Coursera.org,Content Specialist,,Marketing
What is Content Marketing?,https://www.youtube.com/watch?v=jHZNWkOnlQg,www.youtube.com,Content Specialist,,Marketing
How To Become A Freelance Copywriter & Get Your First Client,https://www.youtube.com/watch?v=B4jVhgiWFBY,www.youtube.com,Copywriter,,Marketing
The art of storytelling,https://www.khanacademy.org/partner-content/pixar/storytelling,www.khanacademy.org,Copywriter,,Marketing
,,,Copywriter,,Marketing
Intro to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,www.udacity.com,Web Manager,,Marketing
Network Security,https://www.udacity.com/course/network-security--ud199,www.udacity.com,Web Manager,,Marketing
SEO Tutorial for Beginners,https://www.udemy.com/course/seo-tutorial/,udemy.com,SEO Analyst,,Marketing
SEO Training Course by Moz,https://www.udemy.com/course/whiteboard-seo/,udemy.com,SEO Analyst,,Marketing
What Is SEO? Learn SEO Basics & Optimize Your Website,https://www.udemy.com/course/what-is-seo/,udemy.com,SEO Analyst,,Marketing
What Does an SEO Do In Their Day-to-Day Work? - Whiteboard Friday,https://www.youtube.com/watch?v=4Fcwewshxo0,www.youtube.com,SEO Analyst,,Marketing
The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,Coursera.org,Graphic Artist,,Marketing
Setting Up Adobe Illustrator CS6 CC For Maximum Productivity,https://www.udemy.com/course/tutorials-adobe-illustrator-cs6-cc-for-maximum-productivity/,udemy.com,Graphic Artist,,Marketing
Introduction To Graphic Design (Projects),https://www.udemy.com/course/graphic-design-intro/,udemy.com,Graphic Artist,,Marketing
A Day in Life of a Graphic Designer.,https://www.youtube.com/watch?v=RxUwE9pvrhs,www.youtube.com,Graphic Artist,,Marketing
Logo Branding Design: Using Adobe Illustrator & Pen Tool | #FreelanceFriday (ряд роликов),https://www.youtube.com/watch?v=-ZSa2q-ZTPI&t=453s,www.youtube.com,Graphic Artist,,Marketing
,,,Graphic Artist,,Marketing
Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills,Coursera.org,Data Scientist,,Marketing
Crash Course in Deep Learning with Google TensorFlow|Python,https://www.udemy.com/course/tensorflow-getting-started/,udemy.com,Data Scientist,,Marketing
Data Scientist Certification Guide For Career Transition,https://www.udemy.com/course/complete-career-transition-guide-for-data-science-analytics/,udemy.com,Data Scientist,,Marketing
Data Scientist Certification Guide For Career Transition,https://www.udemy.com/course/mastering-data-science-and-machine-learning-fundamentals/,udemy.com,Data Scientist,,Marketing
Data Science: Wrangling,https://www.edx.org/course/data-science-wrangling,edx.org,Data Scientist,,Marketing
Data Science: Probability,https://www.edx.org/course/data-science-probability,edx.org,Data Scientist,,Marketing
Learn Data Science Tutorial - Full Course for Beginners,https://www.youtube.com/watch?v=ua-CiDNNj30,www.youtube.com,Data Scientist,,Marketing
,,,Data Scientist,,Marketing
"Viral Marketing and How to Craft Contagious Content

","https://ru.coursera.org/learn/wharton-contagious-viral-marketing

",Coursera.org,Event manager,,Marketing
Influencer Marketing Strategy,https://www.coursera.org/learn/influencer-marketing-strategy,Coursera.org,Event manager,,Marketing
Global Event Management—Introduction,https://www.udemy.com/course/global-event-managementintroduction/,udemy.com,Event manager,,Marketing
Social Media for Special Events,https://www.udemy.com/course/event-marketing-social-media/,udemy.com,Event manager,,Marketing
What do Event Planners Do? - Event Planner Day in the Life ll Miss Event Planner,https://www.youtube.com/watch?v=cXx2l_MtDG4,www.youtube.com,Event manager,,Marketing
How to Become an Event Planner!,https://www.youtube.com/watch?v=-4JnwTgeD4M,www.youtube.com,Event manager,,Marketing
,,,Event manager,,Marketing
,,,Event manager,,Marketing
,,,Event manager,,Marketing
10 Alternatives Marketing You Should Know in this IR 4.0 Era,https://www.udemy.com/course/10-alternatives-marketing-you-should-know-in-this-ir-40-era/,udemy.com,Marketing specialist,,Marketing
A Comprehensive Course of FaceBook Marketing and promotions,https://www.udemy.com/course/professional-course-1/,udemy.com,Marketing specialist,,Marketing
,,,Marketing specialist,,Marketing
"Customer Support Skills
",https://www.udemy.com/course/customer-support-skills/,udemy.com,Customer support manager,,Marketing
"Best practices in Customer support
",https://www.udemy.com/course/best-practices-in-customer-support/,udemy.com,Customer support manager,,Marketing
13 TIPS TO IMPROVE YOUR CUSTOMER SUPPORT,https://www.youtube.com/watch?v=Tj4R5NFPuMY,www.youtube.com,Customer support manager,,Marketing
Learn English for Customer Service Jobs | Business English,https://www.youtube.com/watch?v=NswG7y6t3Wk,www.youtube.com,Customer support manager,,Marketing
How to give great customer service: The L.A.S.T. method,https://www.youtube.com/watch?v=dnpMqQnt8WY,www.youtube.com,Customer support manager,,Marketing
